,Time,IP1,IP2,Protocol,Pkt-size
1331,10.580467,74.125.250.44,172.16.155.40,UDP,159
1332,10.596362,172.16.155.40,74.125.250.44,UDP,80
1333,10.598718,74.125.250.44,172.16.155.40,UDP,285
1334,10.602243,74.125.250.44,172.16.155.40,UDP,148
1335,10.607128,172.16.155.40,74.125.250.44,UDP,100
1336,10.616562,74.125.250.44,172.16.155.40,UDP,115
1337,10.616562,74.125.250.44,172.16.155.40,UDP,81
1338,10.618928,74.125.250.44,172.16.155.40,UDP,139
1339,10.63243,74.125.250.44,172.16.155.40,UDP,101
1340,10.634858,74.125.250.44,172.16.155.40,UDP,583
1341,10.640365,74.125.250.44,172.16.155.40,UDP,134
1342,10.646364,172.16.155.40,74.125.250.44,UDP,88
1343,10.658765,74.125.250.44,172.16.155.40,UDP,124
1344,10.680305,74.125.250.44,172.16.155.40,UDP,126
1345,10.688538,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
1346,10.697328,172.16.155.40,74.125.250.44,UDP,80
1347,10.701097,74.125.250.44,172.16.155.40,UDP,81
1348,10.718702,74.125.250.44,172.16.155.40,UDP,914
1349,10.749304,172.16.155.40,74.125.250.44,UDP,80
1350,10.767065,74.125.250.44,172.16.155.40,UDP,406
1351,10.800283,172.16.155.40,74.125.250.44,UDP,80
1352,10.800799,74.125.250.44,172.16.155.40,UDP,316
1353,10.828451,74.125.250.44,172.16.155.40,UDP,613
1354,10.85035,172.16.155.40,74.125.250.44,UDP,80
1355,10.851435,172.16.155.40,74.125.250.44,UDP,97
1356,10.871479,172.16.155.40,74.125.250.44,UDP,81
1357,10.874493,74.125.250.44,172.16.155.40,UDP,1037
1358,10.900637,172.16.155.40,74.125.250.44,UDP,80
1359,10.908462,74.125.250.44,172.16.155.40,UDP,100
1360,10.923062,74.125.250.44,172.16.155.40,UDP,398
1361,10.95103,172.16.155.40,74.125.250.44,UDP,80
1362,10.965447,74.125.250.44,172.16.155.40,UDP,246
1363,10.977602,172.16.155.40,74.125.250.44,UDP,100
1364,11.001545,172.16.155.40,74.125.250.44,UDP,80
1365,11.007882,74.125.250.44,172.16.155.40,UDP,671
1366,11.017206,172.16.155.40,74.125.250.44,UDP,100
1367,11.048569,74.125.250.44,172.16.155.40,UDP,101
1368,11.048569,74.125.250.44,172.16.155.40,UDP,158
1369,11.050563,172.16.155.40,74.125.250.44,UDP,84
1370,11.052464,74.125.250.44,172.16.155.40,UDP,115
1371,11.056325,74.125.250.44,172.16.155.40,UDP,1065
1372,11.07449,74.125.250.44,172.16.155.40,UDP,81
1373,11.08556,74.125.250.44,172.16.155.40,UDP,416
1374,11.096144,172.16.155.40,74.125.250.44,UDP,148
1375,11.101011,172.16.155.40,74.125.250.44,UDP,84
1376,11.104936,74.125.250.44,172.16.155.40,UDP,115
1377,11.119139,74.125.250.44,172.16.155.40,UDP,81
1378,11.134284,74.125.250.44,172.16.155.40,UDP,292
1379,11.14386,74.125.250.44,172.16.155.40,UDP,179
1380,11.14386,74.125.250.44,172.16.155.40,UDP,184
1381,11.14386,74.125.250.44,172.16.155.40,UDP,186
1382,11.144929,74.125.250.44,172.16.155.40,UDP,176
1383,11.151496,172.16.155.40,74.125.250.44,UDP,88
1384,11.160413,74.125.250.44,172.16.155.40,UDP,171
1385,11.163493,74.125.250.44,172.16.155.40,UDP,144
1386,11.181267,74.125.250.44,172.16.155.40,UDP,609
1387,11.201004,172.16.155.40,74.125.250.44,UDP,80
1388,11.240014,74.125.250.44,172.16.155.40,UDP,1089
1389,11.249237,74.125.250.44,172.16.155.40,UDP,174
1390,11.249237,74.125.250.44,172.16.155.40,UDP,166
1391,11.249237,74.125.250.44,172.16.155.40,UDP,174
1392,11.249237,74.125.250.44,172.16.155.40,UDP,177
1393,11.251213,172.16.155.40,74.125.250.44,UDP,84
1394,11.257147,74.125.250.44,172.16.155.40,UDP,174
1395,11.264773,74.125.250.44,172.16.155.40,UDP,579
1396,11.271497,172.16.155.40,74.125.250.44,UDP,97
1397,11.27154,172.16.155.40,74.125.250.44,UDP,100
1398,11.291598,172.16.155.40,74.125.250.44,UDP,81
1399,11.303244,172.16.155.40,74.125.250.44,UDP,80
1400,11.312814,74.125.250.44,172.16.155.40,UDP,730
1401,11.316379,74.125.250.44,172.16.155.40,UDP,100
1402,11.316379,74.125.250.44,172.16.155.40,UDP,144
1403,11.316379,74.125.250.44,172.16.155.40,UDP,144
1404,11.316379,74.125.250.44,172.16.155.40,UDP,144
1405,11.350148,74.125.250.44,172.16.155.40,UDP,174
1406,11.350148,74.125.250.44,172.16.155.40,UDP,180
1407,11.350148,74.125.250.44,172.16.155.40,UDP,175
1408,11.350148,74.125.250.44,172.16.155.40,UDP,176
1409,11.353198,172.16.155.40,74.125.250.44,UDP,84
1410,11.355703,74.125.250.44,172.16.155.40,UDP,101
1411,11.358608,74.125.250.44,172.16.155.40,UDP,838
1412,11.386434,172.16.155.29,239.255.255.250,SSDP,215
1413,11.404267,172.16.155.40,74.125.250.44,UDP,80
1414,11.406174,74.125.250.44,172.16.155.40,UDP,695
1415,11.408519,74.125.250.44,172.16.155.40,UDP,696
1416,11.443963,74.125.250.44,172.16.155.40,UDP,505
1417,11.456196,172.16.155.40,74.125.250.44,UDP,84
1418,11.487414,74.125.250.44,172.16.155.40,UDP,925
1419,11.496548,142.250.196.74,172.16.155.40,TLSv1.2,612
1420,11.49972,142.250.196.74,172.16.155.40,TLSv1.2,85
1421,11.499746,172.16.155.40,142.250.196.74,TCP,54
1422,11.500765,142.250.196.74,172.16.155.40,TLSv1.2,93
1423,11.500898,172.16.155.40,142.250.196.74,TLSv1.2,93
1424,11.501274,172.16.155.66,239.255.255.250,SSDP,216
1425,11.501274,172.16.155.66,239.255.255.250,SSDP,215
1426,11.501761,142.250.196.74,172.16.155.40,TCP,60
1427,11.502818,172.16.155.40,142.250.196.74,TLSv1.2,283
1428,11.502835,172.16.155.40,142.250.196.74,TLSv1.2,93
1429,11.503725,142.250.196.74,172.16.155.40,TCP,60
1430,11.503725,142.250.196.74,172.16.155.40,TCP,60
1431,11.507157,172.16.155.40,74.125.250.44,UDP,80
1432,11.510745,74.125.250.44,172.16.155.40,UDP,132
1433,11.516268,74.125.250.44,172.16.155.40,UDP,131
1434,11.516268,74.125.250.44,172.16.155.40,UDP,81
1435,11.521212,142.250.196.74,172.16.155.40,TLSv1.2,93
1436,11.532978,74.125.250.44,172.16.155.40,UDP,613
1437,11.532978,74.125.250.44,172.16.155.40,UDP,119
1438,11.539341,74.125.250.44,172.16.155.40,UDP,81
1439,11.557478,172.16.155.40,74.125.250.44,UDP,84
1440,11.561222,172.16.155.40,142.250.196.74,TCP,54
1441,11.573013,74.125.250.44,172.16.155.40,UDP,682
1442,11.581517,74.125.250.44,172.16.155.40,UDP,683
1443,11.608417,172.16.155.40,74.125.250.44,UDP,80
1444,11.609322,74.125.250.44,172.16.155.40,UDP,680
1445,11.609745,172.16.155.40,74.125.250.44,UDP,100
1446,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1447,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1448,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1449,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1450,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1451,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1452,11.614649,35.232.111.17,172.16.155.40,TCP,1514
1453,11.614689,172.16.155.40,35.232.111.17,TCP,54
1454,11.615029,172.16.155.40,35.232.111.17,TCP,54
1455,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1456,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1457,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1458,11.615663,35.232.111.17,172.16.155.40,TCP,60
1459,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1460,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1461,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1462,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1463,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1464,11.615663,35.232.111.17,172.16.155.40,TCP,1514
1465,11.615709,172.16.155.40,35.232.111.17,TCP,54
1466,11.615731,35.232.111.17,172.16.155.40,TCP,1514
1467,11.627818,172.16.155.40,35.232.111.17,TCP,66
1468,11.629024,35.232.111.17,172.16.155.40,TCP,66
1469,11.629067,172.16.155.40,35.232.111.17,TCP,54
1470,11.629287,172.16.155.40,35.232.111.17,HTTP,141
1471,11.630008,35.232.111.17,172.16.155.40,TCP,60
1472,11.657183,74.125.250.44,172.16.155.40,UDP,157
1473,11.657183,74.125.250.44,172.16.155.40,UDP,155
1474,11.657183,74.125.250.44,172.16.155.40,UDP,197
1475,11.65917,172.16.155.40,74.125.250.44,UDP,84
1476,11.663184,74.125.250.44,172.16.155.40,UDP,175
1477,11.673187,74.125.250.44,172.16.155.40,UDP,683
1478,11.691799,172.16.155.40,74.125.250.44,UDP,113
1479,11.693669,172.16.155.3,224.0.0.2,HSRP,62
1480,11.706156,74.125.250.44,172.16.155.40,UDP,832
1481,11.709964,172.16.155.40,74.125.250.44,UDP,84
1482,11.711304,172.16.155.40,74.125.250.44,UDP,81
1483,11.714919,142.250.196.74,172.16.155.40,TLSv1.2,123
1484,11.715789,172.16.155.40,142.250.196.74,TLSv1.2,523
1485,11.716446,142.250.196.74,172.16.155.40,TCP,60
1486,11.717479,142.250.196.74,172.16.155.40,TLSv1.2,85
1487,11.717498,172.16.155.40,142.250.196.74,TCP,54
1488,11.719376,142.250.196.74,172.16.155.40,TLSv1.2,93
1489,11.719486,172.16.155.40,142.250.196.74,TLSv1.2,93
1490,11.723684,74.125.250.44,172.16.155.40,UDP,100
1491,11.755089,172.16.155.40,74.125.250.44,UDP,100
1492,11.75615,74.125.250.44,172.16.155.40,UDP,800
1493,11.75719,74.125.250.44,172.16.155.40,UDP,800
1494,11.758228,74.125.250.44,172.16.155.40,UDP,171
1495,11.758229,142.250.196.74,172.16.155.40,TCP,60
1496,11.759267,74.125.250.44,172.16.155.40,UDP,162
1497,11.759267,74.125.250.44,172.16.155.40,UDP,167
1498,11.759267,74.125.250.44,172.16.155.40,UDP,175
1499,11.760891,172.16.155.40,74.125.250.44,UDP,84
1500,11.761496,74.125.250.44,172.16.155.40,UDP,174
1501,11.771669,172.16.155.40,74.125.250.44,UDP,100
1502,11.774879,74.125.250.44,172.16.155.40,UDP,100
1503,11.779718,74.125.250.44,172.16.155.40,UDP,173
1504,11.787659,74.125.250.44,172.16.155.40,UDP,626
1505,11.811352,172.16.155.40,74.125.250.44,UDP,84
1506,11.832326,74.125.250.44,172.16.155.40,UDP,599
1507,11.86219,74.125.250.44,172.16.155.40,UDP,173
1508,11.86219,74.125.250.44,172.16.155.40,UDP,168
1509,11.86219,74.125.250.44,172.16.155.40,UDP,179
1510,11.86219,74.125.250.44,172.16.155.40,UDP,176
1511,11.86226,172.16.155.40,74.125.250.44,UDP,80
1512,11.86811,172.16.155.40,74.125.250.44,UDP,148
1513,11.877489,172.16.155.40,74.125.250.44,UDP,100
1514,11.877506,74.125.250.44,172.16.155.40,UDP,132
1515,11.878537,74.125.250.44,172.16.155.40,UDP,167
1516,11.886073,74.125.250.44,172.16.155.40,UDP,888
1517,11.910237,172.16.155.40,74.125.250.44,UDP,100
1518,11.91316,172.16.155.40,74.125.250.44,UDP,84
1519,11.915117,172.16.155.40,74.125.250.44,UDP,124
1520,11.917017,74.125.250.44,172.16.155.40,UDP,674
1521,11.920388,74.125.250.44,172.16.155.40,UDP,674
1522,11.923149,142.250.196.74,172.16.155.40,TLSv1.2,170
1523,11.923436,172.16.155.40,74.125.250.44,STUN,154
1524,11.931127,Cisco_e4:20:07,Broadcast,ARP,60
1525,11.936773,74.125.250.44,172.16.155.40,UDP,115
1526,11.937783,74.125.250.44,172.16.155.40,UDP,81
1527,11.938798,74.125.250.44,172.16.155.40,UDP,106
1528,11.943762,74.125.250.44,172.16.155.40,STUN,134
1529,11.962275,74.125.250.44,172.16.155.40,UDP,600
1530,11.963343,74.125.250.44,172.16.155.40,UDP,81
1531,11.963805,172.16.155.40,142.250.196.74,TCP,54
1532,11.963913,172.16.155.40,74.125.250.44,UDP,88
1533,11.96429,74.125.250.44,172.16.155.40,UDP,186
1534,11.965347,74.125.250.44,172.16.155.40,UDP,175
1535,11.965347,74.125.250.44,172.16.155.40,UDP,169
1536,11.965347,74.125.250.44,172.16.155.40,UDP,157
1537,11.978249,74.125.250.44,172.16.155.40,UDP,101
1538,12.00074,74.125.250.44,172.16.155.40,UDP,506
1539,12.014409,172.16.155.40,74.125.250.44,UDP,84
1540,12.027137,172.16.155.40,74.125.250.44,UDP,100
1541,12.044602,74.125.250.44,172.16.155.40,UDP,788
1542,12.065214,172.16.155.40,74.125.250.44,UDP,80
1543,12.094513,74.125.250.44,172.16.155.40,UDP,1075
1544,12.111528,172.16.155.40,74.125.250.44,UDP,97
1545,12.115406,172.16.155.40,74.125.250.44,UDP,80
1546,12.128577,74.125.250.44,172.16.155.40,UDP,495
1547,12.131496,172.16.155.40,74.125.250.44,UDP,81
1548,12.132874,74.125.250.44,172.16.155.40,UDP,100
1549,12.165745,172.16.155.40,74.125.250.44,UDP,80
1550,12.176307,74.125.250.44,172.16.155.40,UDP,430
1551,12.180066,74.125.250.44,172.16.155.40,UDP,192
1552,12.180066,74.125.250.44,172.16.155.40,UDP,179
1553,12.180066,74.125.250.44,172.16.155.40,UDP,178
1554,12.182384,74.125.250.44,172.16.155.40,UDP,179
1555,12.183925,74.125.250.44,172.16.155.40,UDP,179
1556,12.190815,74.125.250.44,172.16.155.40,UDP,100
1557,12.198481,172.16.155.40,74.125.250.44,UDP,84
1558,12.207242,74.125.250.44,172.16.155.40,UDP,560
1559,12.216127,172.16.155.40,74.125.250.44,UDP,88
1560,12.261321,74.125.250.44,172.16.155.40,UDP,1136
1561,12.266887,172.16.155.40,74.125.250.44,UDP,80
1562,12.271304,74.125.250.44,172.16.155.40,UDP,173
1563,12.271304,74.125.250.44,172.16.155.40,UDP,178
1564,12.271304,74.125.250.44,172.16.155.40,UDP,177
1565,12.272859,74.125.250.44,172.16.155.40,UDP,177
1566,12.273875,74.125.250.44,172.16.155.40,UDP,170
1567,12.299159,74.125.250.44,172.16.155.40,UDP,479
1568,12.306188,74.125.250.44,172.16.155.40,UDP,115
1569,12.306188,74.125.250.44,172.16.155.40,UDP,81
1570,12.316509,172.16.155.40,74.125.250.44,UDP,88
1571,12.340512,74.125.250.44,172.16.155.40,UDP,449
1572,12.360931,74.125.250.44,172.16.155.40,UDP,113
1573,12.368442,172.16.155.40,74.125.250.44,UDP,80
1574,12.376452,74.125.250.44,172.16.155.40,UDP,165
1575,12.378303,74.125.250.44,172.16.155.40,UDP,171
1576,12.378303,74.125.250.44,172.16.155.40,UDP,183
1577,12.379247,74.125.250.44,172.16.155.40,UDP,169
1578,12.379247,74.125.250.44,172.16.155.40,UDP,81
1579,12.383151,74.125.250.44,172.16.155.40,UDP,188
1580,12.383151,172.16.155.2,224.0.0.2,HSRP,62
1581,12.385351,74.125.250.44,172.16.155.40,UDP,515
1582,12.389258,172.16.155.29,239.255.255.250,SSDP,215
1583,12.395011,74.125.250.44,172.16.155.40,UDP,177
1584,12.418905,172.16.155.40,74.125.250.44,UDP,88
1585,12.43041,74.125.250.44,172.16.155.40,UDP,1209
1586,12.465821,74.125.250.44,172.16.155.40,UDP,300
1587,12.465821,74.125.250.44,172.16.155.40,UDP,455
1588,12.46771,74.125.250.44,172.16.155.40,UDP,457
1589,12.46771,74.125.250.44,172.16.155.40,UDP,457
1590,12.469773,172.16.155.40,74.125.250.44,UDP,84
1591,12.471623,74.125.250.44,172.16.155.40,UDP,457
1592,12.471623,74.125.250.44,172.16.155.40,UDP,457
1593,12.47402,74.125.250.44,172.16.155.40,UDP,457
1594,12.47402,74.125.250.44,172.16.155.40,UDP,457
1595,12.47717,74.125.250.44,172.16.155.40,UDP,101
1596,12.47717,74.125.250.44,172.16.155.40,UDP,175
1597,12.47717,74.125.250.44,172.16.155.40,UDP,169
1598,12.47717,74.125.250.44,172.16.155.40,UDP,457
1599,12.479254,74.125.250.44,172.16.155.40,UDP,457
1600,12.479254,74.125.250.44,172.16.155.40,UDP,457
1601,12.508171,74.125.250.44,172.16.155.40,UDP,522
1602,12.510705,172.16.155.66,239.255.255.250,SSDP,216
1603,12.510705,172.16.155.66,239.255.255.250,SSDP,215
1604,12.5114,74.125.250.44,172.16.155.40,UDP,132
1605,12.520563,172.16.155.40,74.125.250.44,UDP,92
1606,12.531514,172.16.155.40,74.125.250.44,UDP,97
1607,12.550905,74.125.250.44,172.16.155.40,UDP,571
1608,12.551648,172.16.155.40,74.125.250.44,UDP,81
1609,12.568656,172.16.155.40,74.125.250.44,UDP,100
1610,12.571377,172.16.155.40,74.125.250.44,UDP,80
1611,12.582086,172.16.155.40,74.125.250.44,UDP,100
1612,12.591855,74.125.250.44,172.16.155.40,UDP,100
1613,12.606465,74.125.250.44,172.16.155.40,UDP,834
1614,12.617161,172.16.155.40,35.232.111.17,TCP,66
1615,12.618375,35.232.111.17,172.16.155.40,TCP,66
1616,12.618419,172.16.155.40,35.232.111.17,TCP,54
1617,12.618655,172.16.155.40,35.232.111.17,HTTP,141
1618,12.619375,35.232.111.17,172.16.155.40,TCP,60
1619,12.62217,172.16.155.40,74.125.250.44,UDP,80
1620,12.652678,74.125.250.44,172.16.155.40,UDP,798
1621,12.67251,172.16.155.40,74.125.250.44,UDP,80
1622,12.690821,74.125.250.44,172.16.155.40,UDP,641
1623,12.692907,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
1624,12.707081,74.125.250.44,172.16.155.40,UDP,131
1625,12.723247,172.16.155.40,74.125.250.44,UDP,80
1626,12.726154,74.125.250.44,172.16.155.40,UDP,572
1627,12.745748,74.125.250.44,172.16.155.40,UDP,81
1628,12.774082,172.16.155.40,74.125.250.44,UDP,80
1629,12.774554,74.125.250.44,172.16.155.40,UDP,1024
1630,12.785613,74.125.250.44,172.16.155.40,UDP,121
1631,12.792116,172.16.155.40,74.125.250.44,UDP,100
1632,12.799712,74.125.250.44,172.16.155.40,UDP,81
1633,12.801404,74.125.250.44,172.16.155.40,UDP,676
1634,12.825399,172.16.155.40,74.125.250.44,UDP,84
1635,12.853158,74.125.250.44,172.16.155.40,UDP,586
1636,12.853409,172.16.155.40,74.125.250.44,UDP,148
1637,12.877277,172.16.155.40,74.125.250.44,UDP,80
1638,12.883091,172.16.155.40,74.125.250.44,UDP,100
1639,12.886749,74.125.250.44,172.16.155.40,UDP,85
1640,12.886749,74.125.250.44,172.16.155.40,UDP,167
1641,12.892133,74.125.250.44,172.16.155.40,UDP,681
1642,12.928156,172.16.155.40,74.125.250.44,UDP,84
1643,12.951574,172.16.155.40,74.125.250.44,UDP,113
1644,12.971564,172.16.155.40,74.125.250.44,UDP,81
1645,12.980329,172.16.155.40,74.125.250.44,UDP,100
1646,12.993279,74.125.250.44,172.16.155.40,UDP,722
1647,12.998902,74.125.250.44,172.16.155.40,UDP,722
1648,12.99995,74.125.250.44,172.16.155.40,UDP,100
1649,13.015946,74.125.250.44,172.16.155.40,UDP,749
1650,13.029197,172.16.155.40,74.125.250.44,UDP,84
1651,13.068736,74.125.250.44,172.16.155.40,UDP,1039
1652,13.079996,172.16.155.40,74.125.250.44,UDP,80
1653,13.106242,74.125.250.44,172.16.155.40,UDP,609
1654,13.115892,74.125.250.44,172.16.155.40,UDP,115
1655,13.130294,172.16.155.40,74.125.250.44,UDP,80
1656,13.14614,74.125.250.44,172.16.155.40,UDP,81
1657,13.148593,74.125.250.44,172.16.155.40,UDP,763
1658,13.151275,74.125.250.44,172.16.155.40,UDP,764
1659,13.173279,172.16.155.40,74.125.250.44,UDP,100
1660,13.181139,172.16.155.40,74.125.250.44,UDP,84
1661,13.194424,74.125.250.44,172.16.155.40,UDP,826
1662,13.199365,52.52.95.123,172.16.155.40,TLSv1.2,85
1663,13.199533,172.16.155.40,52.52.95.123,TLSv1.2,89
1664,13.200373,52.52.95.123,172.16.155.40,TCP,60
1665,13.201303,74.125.250.44,172.16.155.40,UDP,113
1666,13.224212,74.125.250.44,172.16.155.40,UDP,81
1667,13.231379,172.16.155.40,74.125.250.44,UDP,84
1668,13.232763,74.125.250.44,172.16.155.40,UDP,896
1669,13.257607,74.125.250.44,172.16.155.40,UDP,144
1670,13.273545,74.125.250.44,172.16.155.40,UDP,1129
1671,13.282163,172.16.155.40,74.125.250.44,UDP,80
1672,13.296318,74.125.250.44,172.16.155.40,UDP,101
1673,13.296318,74.125.250.44,172.16.155.40,UDP,160
1674,13.306078,172.16.155.40,74.125.250.44,UDP,84
1675,13.316182,172.16.155.40,172.16.0.30,DNS,76
1676,13.316354,172.16.155.40,172.16.0.30,DNS,76
1677,13.317627,172.16.0.30,172.16.155.40,DNS,108
1678,13.317627,172.16.0.30,172.16.155.40,DNS,76
1679,13.333441,172.16.155.40,74.125.250.44,UDP,80
1680,13.339668,74.125.250.44,172.16.155.40,UDP,1002
1681,13.342382,74.125.250.44,172.16.155.40,UDP,1003
1682,13.356564,74.125.250.44,172.16.155.40,UDP,902
1683,13.3721,172.16.155.40,74.125.250.44,UDP,97
1684,13.375405,172.16.155.40,172.16.155.20,TCP,164
1685,13.377308,172.16.155.20,172.16.155.40,TCP,164
1686,13.380226,74.125.250.44,172.16.155.40,UDP,166
1687,13.384219,172.16.155.40,74.125.250.44,UDP,84
1688,13.389172,172.16.155.29,239.255.255.250,SSDP,215
1689,13.391555,172.16.155.40,74.125.250.44,UDP,81
1690,13.398961,74.125.250.44,172.16.155.40,UDP,163
1691,13.408781,74.125.250.44,172.16.155.40,UDP,1008
1692,13.408781,74.125.250.44,172.16.155.40,UDP,100
1693,13.417293,172.16.155.40,172.16.155.20,TCP,54
1694,13.423348,74.125.250.44,172.16.155.40,UDP,153
1695,13.434563,172.16.155.40,74.125.250.44,UDP,84
1696,13.441672,74.125.250.44,172.16.155.40,UDP,1224
1697,13.442736,74.125.250.44,172.16.155.40,UDP,157
1698,13.459498,74.125.250.44,172.16.155.40,UDP,152
1699,13.459498,74.125.250.44,172.16.155.40,UDP,100
1700,13.47861,74.125.250.44,172.16.155.40,UDP,146
1701,13.48435,172.16.155.40,74.125.250.44,UDP,84
1702,13.490527,74.125.250.44,172.16.155.40,UDP,1060
1703,13.497231,74.125.250.44,172.16.155.40,UDP,1060
1704,13.502166,74.125.250.44,172.16.155.40,UDP,117
1705,13.510107,74.125.250.44,172.16.155.40,UDP,132
1706,13.518577,74.125.250.44,172.16.155.40,UDP,128
1707,13.528863,74.125.250.44,172.16.155.40,UDP,624
1708,13.535121,172.16.155.40,74.125.250.44,UDP,84
1709,13.540705,74.125.250.44,172.16.155.40,UDP,141
1710,13.546788,74.125.250.44,172.16.155.40,UDP,115
1711,13.56081,74.125.250.44,172.16.155.40,UDP,114
1712,13.566499,74.125.250.44,172.16.155.40,UDP,81
1713,13.56812,74.125.250.44,172.16.155.40,UDP,530
1714,13.582081,74.125.250.44,172.16.155.40,UDP,112
1715,13.585447,172.16.155.40,74.125.250.44,UDP,84
1716,13.5994,74.125.250.44,172.16.155.40,UDP,114
1717,13.609551,74.125.250.44,172.16.155.40,UDP,747
1718,13.618995,74.125.250.44,172.16.155.40,UDP,112
1719,13.635864,172.16.155.40,74.125.250.44,UDP,84
1720,13.640423,74.125.250.44,172.16.155.40,UDP,115
1721,13.662102,74.125.250.44,172.16.155.40,UDP,118
1722,13.663117,74.125.250.44,172.16.155.40,UDP,1058
1723,13.678128,74.125.250.44,172.16.155.40,UDP,122
1724,13.68613,172.16.155.40,74.125.250.44,UDP,84
1725,13.698051,74.125.250.44,172.16.155.40,UDP,131
1726,13.705809,74.125.250.44,172.16.155.40,UDP,517
1727,13.706184,172.16.155.40,74.125.250.44,UDP,100
1728,13.708534,74.125.250.44,172.16.155.40,UDP,148
1729,13.71647,74.125.250.44,172.16.155.40,UDP,101
1730,13.722512,74.125.250.44,172.16.155.40,UDP,132
1731,13.736481,172.16.155.40,74.125.250.44,UDP,84
1732,13.739183,74.125.250.44,172.16.155.40,UDP,130
1733,13.739183,74.125.250.44,172.16.155.40,UDP,471
1734,13.744334,172.16.155.40,74.125.250.44,UDP,100
1735,13.761708,74.125.250.44,172.16.155.40,UDP,125
1736,13.77931,74.125.250.44,172.16.155.40,UDP,816
1737,13.77931,74.125.250.44,172.16.155.40,UDP,134
1738,13.78726,172.16.155.40,74.125.250.44,UDP,84
1739,13.79158,172.16.155.40,74.125.250.44,UDP,97
1740,13.799575,74.125.250.44,172.16.155.40,UDP,142
1741,13.811552,172.16.155.40,74.125.250.44,UDP,81
1742,13.818123,74.125.250.44,172.16.155.40,UDP,100
1743,13.82214,74.125.250.44,172.16.155.40,UDP,127
1744,13.82214,74.125.250.44,172.16.155.40,UDP,1126
1745,13.83806,172.16.155.40,74.125.250.44,UDP,84
1746,13.838527,74.125.250.44,172.16.155.40,UDP,124
1747,13.860984,74.125.250.44,172.16.155.40,UDP,546
1748,13.867868,74.125.250.44,172.16.155.40,UDP,81
1749,13.868813,74.125.250.44,172.16.155.40,UDP,100
1750,13.888867,172.16.155.40,74.125.250.44,UDP,84
1751,13.921471,74.125.250.44,172.16.155.40,UDP,747
1752,13.937194,172.16.155.40,74.125.250.44,UDP,100
1753,13.939075,172.16.155.40,74.125.250.44,UDP,80
1754,13.95158,74.125.250.44,172.16.155.40,UDP,996
1755,13.976102,74.125.250.44,172.16.155.40,UDP,131
1756,13.990065,172.16.155.40,74.125.250.44,UDP,80
1757,13.994223,74.125.250.44,172.16.155.40,UDP,775
1758,13.995728,74.125.250.44,172.16.155.40,UDP,775
1759,13.996661,74.125.250.44,172.16.155.40,UDP,81
1760,14.005213,172.16.155.40,74.125.250.44,UDP,100
1761,14.037816,74.125.250.44,172.16.155.40,UDP,799
1762,14.040367,172.16.155.40,74.125.250.44,UDP,84
1763,14.113281,74.125.250.44,172.16.155.40,UDP,843
1764,14.117058,74.125.250.44,172.16.155.40,UDP,178
1765,14.117058,74.125.250.44,172.16.155.40,UDP,180
1766,14.117058,74.125.250.44,172.16.155.40,UDP,177
1767,14.118102,74.125.250.44,172.16.155.40,UDP,176
1768,14.119957,35.232.111.17,172.16.155.40,TCP,60
1769,14.119957,35.232.111.17,172.16.155.40,TCP,292
1770,14.119986,172.16.155.40,35.232.111.17,TCP,54
1771,14.120001,172.16.155.40,35.232.111.17,TCP,54
1772,14.120336,172.16.155.40,35.232.111.17,TCP,54
1773,14.120934,35.232.111.17,172.16.155.40,TCP,60
1774,14.121394,172.16.155.40,35.232.111.17,TCP,54
1775,14.137788,74.125.250.44,172.16.155.40,UDP,186
1776,14.142005,172.16.155.40,74.125.250.44,UDP,84
1777,14.162353,35.232.111.17,172.16.155.40,TCP,60
1778,14.163362,74.125.250.44,172.16.155.40,UDP,839
1779,14.192271,172.16.155.40,74.125.250.44,UDP,80
1780,14.207828,74.125.250.44,172.16.155.40,UDP,848
1781,14.210311,74.125.250.44,172.16.155.40,UDP,848
1782,14.211541,172.16.155.40,74.125.250.44,UDP,113
1783,14.220544,74.125.250.44,172.16.155.40,UDP,189
1784,14.221559,74.125.250.44,172.16.155.40,UDP,188
1785,14.221559,74.125.250.44,172.16.155.40,UDP,194
1786,14.222613,74.125.250.44,172.16.155.40,UDP,185
1787,14.23167,172.16.155.40,74.125.250.44,UDP,81
1788,14.237423,74.125.250.44,172.16.155.40,UDP,184
1789,14.242543,172.16.155.40,74.125.250.44,UDP,88
1790,14.248594,74.125.250.44,172.16.155.40,UDP,770
1791,14.259256,74.125.250.44,172.16.155.40,UDP,118
