,Time,IP1,IP2,Protocol,Pkt-size
2840,21.960123,74.125.250.44,172.16.155.40,UDP,176
2841,21.968621,74.125.250.44,172.16.155.40,UDP,81
2842,21.972199,74.125.250.44,172.16.155.40,UDP,804
2843,21.978043,172.16.155.40,74.125.250.44,UDP,100
2844,21.978147,74.125.250.44,172.16.155.40,STUN,134
2845,21.993193,172.16.155.40,74.125.250.44,UDP,84
2846,22.001813,74.125.250.44,172.16.155.40,UDP,180
2847,22.001813,74.125.250.44,172.16.155.40,UDP,120
2848,22.001813,74.125.250.44,172.16.155.40,UDP,156
2849,22.001813,74.125.250.44,172.16.155.40,UDP,152
2850,22.001813,74.125.250.44,172.16.155.40,UDP,148
2851,22.001813,74.125.250.44,172.16.155.40,UDP,168
2852,22.004742,74.125.250.44,172.16.155.40,UDP,168
2853,22.019999,74.125.250.44,172.16.155.40,UDP,168
2854,22.021953,74.125.250.44,172.16.155.40,UDP,133
2855,22.03851,74.125.250.44,172.16.155.40,UDP,169
2856,22.043481,172.16.155.40,74.125.250.44,UDP,88
2857,22.063149,74.125.250.44,172.16.155.40,UDP,174
2858,22.067932,172.16.155.40,74.125.250.44,UDP,100
2859,22.06904,74.125.250.44,172.16.155.40,UDP,717
2860,22.074536,74.125.250.44,172.16.155.40,UDP,733
2861,22.074536,74.125.250.44,172.16.155.40,UDP,374
2862,22.094322,172.16.155.40,74.125.250.44,UDP,84
2863,22.102719,74.125.250.44,172.16.155.40,UDP,192
2864,22.105686,74.125.250.44,172.16.155.40,UDP,176
2865,22.111215,74.125.250.44,172.16.155.40,UDP,158
2866,22.111215,74.125.250.44,172.16.155.40,UDP,181
2867,22.111215,74.125.250.44,172.16.155.40,UDP,172
2868,22.111215,74.125.250.44,172.16.155.40,UDP,114
2869,22.117365,74.125.250.44,172.16.155.40,UDP,158
2870,22.122671,74.125.250.44,172.16.155.40,UDP,166
2871,22.138043,74.125.250.44,172.16.155.40,UDP,643
2872,22.139853,74.125.250.44,172.16.155.40,UDP,172
2873,22.140035,172.16.155.40,74.125.250.44,UDP,148
2874,22.145032,172.16.155.40,74.125.250.44,UDP,88
2875,22.165388,74.125.250.44,172.16.155.40,UDP,172
2876,22.191638,172.16.155.40,74.125.250.44,UDP,97
2877,22.195442,172.16.155.40,74.125.250.44,UDP,80
2878,22.198336,74.125.250.44,172.16.155.40,UDP,572
2879,22.207677,74.125.250.44,172.16.155.40,UDP,184
2880,22.207677,74.125.250.44,172.16.155.40,UDP,154
2881,22.207677,74.125.250.44,172.16.155.40,UDP,179
2882,22.207677,74.125.250.44,172.16.155.40,UDP,160
2883,22.211496,172.16.155.40,74.125.250.44,UDP,81
2884,22.211959,74.125.250.44,172.16.155.40,UDP,753
2885,22.215483,74.125.250.44,172.16.155.40,UDP,753
2886,22.220168,74.125.250.44,172.16.155.40,UDP,146
2887,22.228589,74.125.250.44,172.16.155.40,UDP,165
2888,22.229654,74.125.250.44,172.16.155.40,UDP,167
2889,22.231487,74.125.250.44,172.16.155.40,UDP,169
2890,22.238235,74.125.250.44,172.16.155.40,UDP,100
2891,22.238235,74.125.250.44,172.16.155.40,UDP,132
2892,22.239245,74.125.250.44,172.16.155.40,UDP,165
2893,22.246229,172.16.155.40,74.125.250.44,UDP,92
2894,22.263478,74.125.250.44,172.16.155.40,UDP,171
2895,22.279522,74.125.250.44,172.16.155.40,UDP,348
2896,22.295518,74.125.250.44,172.16.155.40,UDP,612
2897,22.297043,172.16.155.40,74.125.250.44,UDP,84
2898,22.305641,74.125.250.44,172.16.155.40,UDP,174
2899,22.305641,74.125.250.44,172.16.155.40,UDP,148
2900,22.305641,74.125.250.44,172.16.155.40,UDP,166
2901,22.309384,74.125.250.44,172.16.155.40,UDP,144
2902,22.310461,74.125.250.44,172.16.155.40,UDP,171
2903,22.31205,74.125.250.44,172.16.155.40,UDP,155
2904,22.318161,74.125.250.44,172.16.155.40,UDP,145
2905,22.320274,74.125.250.44,172.16.155.40,UDP,166
2906,22.324941,74.125.250.44,172.16.155.40,UDP,587
2907,22.330651,74.125.250.44,172.16.155.40,UDP,132
2908,22.338674,74.125.250.44,172.16.155.40,UDP,167
2909,22.348311,172.16.155.40,74.125.250.44,UDP,88
2910,22.363927,74.125.250.44,172.16.155.40,UDP,169
2911,22.367516,74.125.250.44,172.16.155.40,UDP,115
2912,22.378395,74.125.250.44,172.16.155.40,UDP,972
2913,22.386701,74.125.250.44,172.16.155.40,UDP,81
2914,22.39911,172.16.155.40,74.125.250.44,UDP,84
2915,22.409241,74.125.250.44,172.16.155.40,UDP,171
2916,22.409241,74.125.250.44,172.16.155.40,UDP,147
2917,22.409241,74.125.250.44,172.16.155.40,UDP,126
2918,22.410329,74.125.250.44,172.16.155.40,UDP,144
2919,22.410329,74.125.250.44,172.16.155.40,UDP,137
2920,22.410329,74.125.250.44,172.16.155.40,UDP,166
2921,22.421925,74.125.250.44,172.16.155.40,UDP,130
2922,22.421925,74.125.250.44,172.16.155.40,UDP,169
2923,22.438387,74.125.250.44,172.16.155.40,UDP,1096
2924,22.440161,74.125.250.44,172.16.155.40,UDP,1096
2925,22.440161,74.125.250.44,172.16.155.40,UDP,1096
2926,22.443065,74.125.250.44,172.16.155.40,UDP,165
2927,22.449756,172.16.155.40,74.125.250.44,UDP,92
2928,22.468009,74.125.250.44,172.16.155.40,UDP,161
2929,22.485635,74.125.250.44,172.16.155.40,UDP,300
2930,22.485635,74.125.250.44,172.16.155.40,UDP,373
2931,22.486056,172.16.155.40,74.125.250.44,UDP,100
2932,22.48767,74.125.250.44,172.16.155.40,UDP,375
2933,22.48767,74.125.250.44,172.16.155.40,UDP,375
2934,22.490729,74.125.250.44,172.16.155.40,UDP,375
2935,22.490729,74.125.250.44,172.16.155.40,UDP,375
2936,22.492599,74.125.250.44,172.16.155.40,UDP,375
2937,22.492599,74.125.250.44,172.16.155.40,UDP,375
2938,22.494952,74.125.250.44,172.16.155.40,UDP,375
2939,22.494952,74.125.250.44,172.16.155.40,UDP,375
2940,22.497342,74.125.250.44,172.16.155.40,UDP,375
2941,22.497342,74.125.250.44,172.16.155.40,UDP,375
2942,22.500044,172.16.155.40,74.125.250.44,UDP,92
2943,22.500155,74.125.250.44,172.16.155.40,UDP,375
2944,22.500155,74.125.250.44,172.16.155.40,UDP,375
2945,22.504862,74.125.250.44,172.16.155.40,UDP,1046
2946,22.511352,74.125.250.44,172.16.155.40,UDP,128
2947,22.511352,74.125.250.44,172.16.155.40,UDP,97
2948,22.512381,74.125.250.44,172.16.155.40,UDP,123
2949,22.512381,74.125.250.44,172.16.155.40,UDP,122
2950,22.516432,74.125.250.44,172.16.155.40,UDP,166
2951,22.51791,74.125.250.44,172.16.155.40,UDP,170
2952,22.523341,74.125.250.44,172.16.155.40,UDP,172
2953,22.539394,74.125.250.44,172.16.155.40,UDP,168
2954,22.550411,172.16.155.40,74.125.250.44,UDP,92
2955,22.575911,74.125.250.44,172.16.155.40,UDP,157
2956,22.587195,74.125.250.44,172.16.155.40,UDP,243
2957,22.589793,74.125.250.44,172.16.155.40,UDP,966
2958,22.594319,74.125.250.44,172.16.155.40,UDP,966
2959,22.601229,172.16.155.40,74.125.250.44,UDP,84
2960,22.611384,172.16.155.40,74.125.250.44,UDP,97
2961,22.614774,74.125.250.44,172.16.155.40,UDP,185
2962,22.616615,74.125.250.44,172.16.155.40,UDP,199
2963,22.619035,74.125.250.44,172.16.155.40,UDP,168
2964,22.620088,74.125.250.44,172.16.155.40,UDP,162
2965,22.621242,172.16.155.40,20.198.162.76,TLSv1.2,98
2966,22.621582,74.125.250.44,172.16.155.40,UDP,170
2967,22.622022,20.198.162.76,172.16.155.40,TCP,60
2968,22.623129,172.16.155.40,74.125.250.44,UDP,100
2969,22.631655,172.16.155.40,74.125.250.44,UDP,81
2970,22.639554,74.125.250.44,172.16.155.40,UDP,171
2971,22.645695,74.125.250.44,172.16.155.40,UDP,100
2972,22.651484,172.16.155.40,74.125.250.44,UDP,84
2973,22.66327,74.125.250.44,172.16.155.40,UDP,169
2974,22.696425,172.16.155.40,74.125.250.44,UDP,100
2975,22.696579,74.125.250.44,172.16.155.40,UDP,100
2976,22.702274,172.16.155.40,74.125.250.44,UDP,80
2977,22.702587,74.125.250.44,172.16.155.40,UDP,351
2978,22.708399,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
2979,22.713075,20.198.162.76,172.16.155.40,TLSv1.2,229
2980,22.716378,74.125.250.44,172.16.155.40,UDP,183
2981,22.716378,74.125.250.44,172.16.155.40,UDP,175
2982,22.71745,74.125.250.44,172.16.155.40,UDP,177
2983,22.71745,74.125.250.44,172.16.155.40,UDP,153
2984,22.71745,74.125.250.44,172.16.155.40,UDP,172
2985,22.71745,74.125.250.44,172.16.155.40,UDP,170
2986,22.720645,74.125.250.44,172.16.155.40,UDP,163
2987,22.722246,74.125.250.44,172.16.155.40,UDP,167
2988,22.732324,74.125.250.44,172.16.155.40,UDP,253
2989,22.74253,74.125.250.44,172.16.155.40,UDP,161
2990,22.750165,172.16.155.40,74.125.250.44,UDP,100
2991,22.753037,172.16.155.40,74.125.250.44,UDP,92
2992,22.753873,172.16.155.40,20.198.162.76,TCP,54
2993,22.761476,74.125.250.44,172.16.155.40,UDP,171
2994,22.786314,74.125.250.44,172.16.155.40,UDP,131
2995,22.79381,74.125.250.44,172.16.155.40,UDP,826
2996,22.803381,172.16.155.40,74.125.250.44,UDP,84
2997,22.805878,74.125.250.44,172.16.155.40,UDP,81
2998,22.819139,74.125.250.44,172.16.155.40,UDP,180
2999,22.819139,74.125.250.44,172.16.155.40,UDP,176
3000,22.819139,74.125.250.44,172.16.155.40,UDP,159
3001,22.820155,74.125.250.44,172.16.155.40,UDP,172
3002,22.820155,74.125.250.44,172.16.155.40,UDP,160
3003,22.821216,74.125.250.44,172.16.155.40,UDP,160
3004,22.822249,74.125.250.44,172.16.155.40,UDP,177
3005,22.822249,74.125.250.44,172.16.155.40,UDP,204
3006,22.823292,74.125.250.44,172.16.155.40,UDP,163
3007,22.831989,74.125.250.44,172.16.155.40,UDP,173
3008,22.84044,74.125.250.44,172.16.155.40,UDP,157
3009,22.854294,172.16.155.40,74.125.250.44,UDP,92
3010,22.861484,74.125.250.44,172.16.155.40,UDP,158
3011,22.880149,74.125.250.44,172.16.155.40,UDP,162
3012,22.891351,74.125.250.44,172.16.155.40,UDP,511
3013,22.905074,172.16.155.40,74.125.250.44,UDP,84
3014,22.92421,74.125.250.44,172.16.155.40,UDP,142
3015,22.92421,74.125.250.44,172.16.155.40,UDP,157
3016,22.92421,74.125.250.44,172.16.155.40,UDP,146
3017,22.92421,74.125.250.44,172.16.155.40,UDP,115
3018,22.927241,74.125.250.44,172.16.155.40,UDP,157
3019,22.93629,74.125.250.44,172.16.155.40,UDP,156
3020,22.938255,74.125.250.44,172.16.155.40,UDP,1120
3021,22.939289,74.125.250.44,172.16.155.40,UDP,1120
3022,22.939289,74.125.250.44,172.16.155.40,UDP,161
3023,22.939289,74.125.250.44,172.16.155.40,UDP,130
3024,22.939289,74.125.250.44,172.16.155.40,UDP,1117
3025,22.955399,172.16.155.40,74.125.250.44,UDP,92
3026,22.958429,74.125.250.44,172.16.155.40,UDP,164
3027,22.981276,74.125.250.44,172.16.155.40,UDP,167
3028,23.000427,74.125.250.44,172.16.155.40,UDP,279
3029,23.006192,172.16.155.40,74.125.250.44,UDP,84
3030,23.022997,74.125.250.44,172.16.155.40,UDP,140
3031,23.022997,74.125.250.44,172.16.155.40,UDP,129
3032,23.022997,74.125.250.44,172.16.155.40,UDP,139
3033,23.026752,74.125.250.44,172.16.155.40,UDP,140
3034,23.031525,172.16.155.40,74.125.250.44,UDP,113
3035,23.031609,74.125.250.44,172.16.155.40,UDP,167
3036,23.032611,74.125.250.44,172.16.155.40,UDP,819
3037,23.033642,74.125.250.44,172.16.155.40,UDP,174
3038,23.037797,74.125.250.44,172.16.155.40,UDP,137
3039,23.038828,74.125.250.44,172.16.155.40,UDP,170
3040,23.049282,172.16.155.20,224.0.0.251,MDNS,380
3041,23.05153,172.16.155.40,74.125.250.44,UDP,81
3042,23.054222,74.125.250.44,172.16.155.40,UDP,100
3043,23.056906,172.16.155.40,74.125.250.44,UDP,88
3044,23.058289,74.125.250.44,172.16.155.40,UDP,177
3045,23.084366,74.125.250.44,172.16.155.40,UDP,170
3046,23.096665,74.125.250.44,172.16.155.40,UDP,194
3047,23.105087,74.125.250.44,172.16.155.40,UDP,100
3048,23.107229,172.16.155.40,74.125.250.44,UDP,84
3049,23.125277,74.125.250.44,172.16.155.40,UDP,130
3050,23.125277,74.125.250.44,172.16.155.40,UDP,138
3051,23.125277,74.125.250.44,172.16.155.40,UDP,136
3052,23.127497,74.125.250.44,172.16.155.40,UDP,139
3053,23.127497,74.125.250.44,172.16.155.40,UDP,176
3054,23.128517,74.125.250.44,172.16.155.40,UDP,169
3055,23.136571,74.125.250.44,172.16.155.40,UDP,909
3056,23.13758,74.125.250.44,172.16.155.40,UDP,144
3057,23.138535,74.125.250.44,172.16.155.40,UDP,167
3058,23.13957,74.125.250.44,172.16.155.40,UDP,910
3059,23.15622,74.125.250.44,172.16.155.40,UDP,132
3060,23.158042,172.16.155.40,74.125.250.44,UDP,88
3061,23.16002,172.16.155.3,224.0.0.2,HSRP,62
3062,23.161115,74.125.250.44,172.16.155.40,UDP,169
3063,23.183057,74.125.250.44,172.16.155.40,UDP,168
3064,23.206205,74.125.250.44,172.16.155.40,UDP,115
3065,23.208852,74.125.250.44,172.16.155.40,UDP,149
3066,23.208935,172.16.155.40,74.125.250.44,UDP,84
3067,23.2133,74.125.250.44,172.16.155.40,UDP,399
3068,23.225887,74.125.250.44,172.16.155.40,UDP,81
3069,23.228205,74.125.250.44,172.16.155.40,UDP,133
3070,23.228205,74.125.250.44,172.16.155.40,UDP,97
3071,23.228205,74.125.250.44,172.16.155.40,UDP,138
3072,23.228205,74.125.250.44,172.16.155.40,UDP,138
3073,23.241884,74.125.250.44,172.16.155.40,UDP,165
3074,23.243386,74.125.250.44,172.16.155.40,UDP,165
3075,23.244445,74.125.250.44,172.16.155.40,UDP,184
3076,23.253857,74.125.250.44,172.16.155.40,UDP,196
3077,23.259268,172.16.155.40,74.125.250.44,UDP,92
3078,23.260909,172.16.155.40,74.125.250.44,UDP,100
3079,23.2664,74.125.250.44,172.16.155.40,UDP,178
3080,23.285325,74.125.250.44,172.16.155.40,UDP,165
3081,23.30782,74.125.250.44,172.16.155.40,UDP,1053
3082,23.310038,172.16.155.40,74.125.250.44,UDP,84
3083,23.324484,74.125.250.44,172.16.155.40,UDP,255
3084,23.329777,74.125.250.44,172.16.155.40,UDP,132
3085,23.33785,74.125.250.44,172.16.155.40,UDP,169
3086,23.338874,74.125.250.44,172.16.155.40,UDP,174
3087,23.347019,74.125.250.44,172.16.155.40,UDP,179
3088,23.360403,172.16.155.40,74.125.250.44,UDP,84
3089,23.368451,74.125.250.44,172.16.155.40,UDP,158
3090,23.38044,74.125.250.44,172.16.155.40,UDP,162
3091,23.382365,172.16.155.40,172.16.155.20,TCP,164
3092,23.384296,172.16.155.40,74.125.250.44,UDP,148
3093,23.384439,172.16.155.20,172.16.155.40,TCP,164
3094,23.406188,74.125.250.44,172.16.155.40,UDP,379
3095,23.411221,172.16.155.40,74.125.250.44,UDP,84
3096,23.41895,74.125.250.44,172.16.155.40,UDP,426
3097,23.424234,172.16.155.40,172.16.155.20,TCP,54
3098,23.42827,172.16.155.40,74.125.250.44,UDP,100
3099,23.438743,74.125.250.44,172.16.155.40,UDP,161
3100,23.441303,74.125.250.44,172.16.155.40,UDP,142
3101,23.443952,74.125.250.44,172.16.155.40,UDP,165
3102,23.451555,172.16.155.40,74.125.250.44,UDP,97
3103,23.461493,172.16.155.40,74.125.250.44,UDP,84
3104,23.46516,74.125.250.44,172.16.155.40,UDP,166
3105,23.471366,172.16.155.40,74.125.250.44,UDP,81
3106,23.481635,74.125.250.44,172.16.155.40,UDP,169
3107,23.509519,74.125.250.44,172.16.155.40,UDP,1027
3108,23.512249,172.16.155.40,74.125.250.44,UDP,84
3109,23.512704,74.125.250.44,172.16.155.40,UDP,100
3110,23.514826,74.125.250.44,172.16.155.40,UDP,1027
3111,23.514826,74.125.250.44,172.16.155.40,UDP,1028
3112,23.514826,74.125.250.44,172.16.155.40,UDP,1028
3113,23.514826,74.125.250.44,172.16.155.40,UDP,1024
3114,23.518221,74.125.250.44,172.16.155.40,UDP,286
3115,23.538607,74.125.250.44,172.16.155.40,UDP,175
3116,23.539624,74.125.250.44,172.16.155.40,UDP,168
3117,23.543074,74.125.250.44,172.16.155.40,UDP,164
3118,23.548177,74.125.250.44,172.16.155.40,UDP,216
3119,23.561952,74.125.250.44,172.16.155.40,UDP,161
3120,23.563277,172.16.155.40,74.125.250.44,UDP,88
3121,23.569556,172.217.174.78,172.16.155.40,TLSv1.2,106
3122,23.571034,172.217.174.78,172.16.155.40,TLSv1.2,124
3123,23.571081,172.16.155.40,172.217.174.78,TCP,54
3124,23.571435,172.16.155.40,172.217.174.78,TLSv1.2,93
3125,23.57198,172.217.174.78,172.16.155.40,TCP,60
3126,23.57443,172.16.155.40,172.217.174.78,TLSv1.2,535
3127,23.575411,172.217.174.78,172.16.155.40,TCP,60
3128,23.580607,74.125.250.44,172.16.155.40,UDP,172
3129,23.610879,74.125.250.44,172.16.155.40,UDP,209
3130,23.613394,172.16.155.40,74.125.250.44,UDP,80
3131,23.625759,74.125.250.44,172.16.155.40,UDP,115
3132,23.630234,74.125.250.44,172.16.155.40,UDP,231
3133,23.63745,74.125.250.44,172.16.155.40,UDP,121
3134,23.639887,74.125.250.44,172.16.155.40,UDP,158
3135,23.640939,74.125.250.44,172.16.155.40,UDP,81
3136,23.641975,74.125.250.44,172.16.155.40,UDP,157
3137,23.643015,74.125.250.44,172.16.155.40,UDP,159
3138,23.645745,74.125.250.44,172.16.155.40,UDP,81
3139,23.659751,172.16.155.2,224.0.0.2,HSRP,62
3140,23.66323,74.125.250.44,172.16.155.40,UDP,155
3141,23.664173,172.16.155.40,74.125.250.44,UDP,88
3142,23.679322,172.16.155.40,74.125.250.44,UDP,100
3143,23.694907,74.125.250.44,172.16.155.40,UDP,157
3144,23.700236,74.125.250.44,172.16.155.40,UDP,160
3145,23.71503,172.16.155.40,74.125.250.44,UDP,80
3146,23.725281,74.125.250.44,172.16.155.40,UDP,356
3147,23.725281,74.125.250.44,172.16.155.40,UDP,354
3148,23.765356,172.16.155.40,74.125.250.44,UDP,80
3149,23.814247,172.16.155.40,74.125.250.44,UDP,100
3150,23.863804,172.16.155.40,142.250.76.174,TLSv1.2,309
3151,23.863833,172.16.155.40,142.250.76.174,TLSv1.2,117
3152,23.87156,172.16.155.40,74.125.250.44,UDP,97
3153,23.880756,74.125.250.44,172.16.155.40,UDP,590
3154,23.88181,74.125.250.44,172.16.155.40,UDP,320
3155,23.891421,172.16.155.40,74.125.250.44,UDP,81
3156,23.893033,74.125.250.44,172.16.155.40,UDP,615
3157,23.895226,142.250.76.174,172.16.155.40,TCP,60
3158,23.895226,142.250.76.174,172.16.155.40,TCP,60
3159,23.911957,74.125.250.44,172.16.155.40,UDP,162
3160,23.912973,74.125.250.44,172.16.155.40,UDP,172
3161,23.914016,74.125.250.44,172.16.155.40,UDP,174
3162,23.915062,74.125.250.44,172.16.155.40,UDP,173
3163,23.916104,74.125.250.44,172.16.155.40,UDP,167
3164,23.918078,74.125.250.44,172.16.155.40,UDP,160
3165,23.918163,172.16.155.40,74.125.250.44,UDP,88
3166,23.919085,Cisco_0c:0f:bd,Broadcast,ARP,60
3167,23.921668,74.125.250.44,172.16.155.40,UDP,100
3168,23.943918,74.125.250.44,172.16.155.40,UDP,500
3169,23.952099,74.125.250.44,172.16.155.40,UDP,172
3170,23.959474,74.125.250.44,172.16.155.40,UDP,167
3171,23.968974,172.16.155.40,74.125.250.44,UDP,84
3172,23.981917,74.125.250.44,172.16.155.40,UDP,168
3173,24.002904,74.125.250.44,172.16.155.40,UDP,170
3174,24.019305,172.16.155.40,74.125.250.44,UDP,80
3175,24.020736,74.125.250.44,172.16.155.40,UDP,173
3176,24.030719,172.217.174.78,172.16.155.40,TLSv1.2,410
3177,24.035634,172.217.174.78,172.16.155.40,TLSv1.2,106
3178,24.035675,172.16.155.40,172.217.174.78,TCP,54
3179,24.045885,74.125.250.44,172.16.155.40,UDP,556
3180,24.045885,74.125.250.44,172.16.155.40,UDP,131
3181,24.04694,74.125.250.44,172.16.155.40,UDP,124
3182,24.051644,74.125.250.44,172.16.155.40,UDP,168
3183,24.05393,74.125.250.44,172.16.155.40,UDP,97
3184,24.060756,74.125.250.44,172.16.155.40,UDP,165
3185,24.066301,74.125.250.44,172.16.155.40,UDP,81
3186,24.070093,172.16.155.40,74.125.250.44,UDP,88
3187,24.076291,74.125.250.44,172.16.155.40,UDP,278
3188,24.083086,74.125.250.44,172.16.155.40,UDP,161
3189,24.109467,74.125.250.44,172.16.155.40,UDP,165
3190,24.115008,74.125.250.44,172.16.155.40,UDP,578
3191,24.11695,172.16.155.40,74.125.250.44,UDP,100
3192,24.11823,74.125.250.44,172.16.155.40,UDP,175
3193,24.120336,172.16.155.40,74.125.250.44,UDP,84
3194,24.138243,74.125.250.44,172.16.155.40,UDP,522
3195,24.144948,142.250.76.174,172.16.155.40,TLSv1.2,418
3196,24.144948,142.250.76.174,172.16.155.40,TLSv1.2,255
3197,24.144994,172.16.155.40,142.250.76.174,TCP,54
3198,24.148075,142.250.76.174,172.16.155.40,TLSv1.2,341
3199,24.148075,142.250.76.174,172.16.155.40,TLSv1.2,95
3200,24.148075,142.250.76.174,172.16.155.40,TLSv1.2,93
3201,24.148124,172.16.155.40,142.250.76.174,TCP,54
3202,24.148447,172.16.155.40,142.250.76.174,TLSv1.2,93
3203,24.153146,172.16.155.40,74.125.250.44,UDP,84
3204,24.15438,74.125.250.44,172.16.155.40,UDP,178
3205,24.154709,172.16.155.40,74.125.250.44,UDP,124
3206,24.163705,74.125.250.44,172.16.155.40,UDP,176
3207,24.171192,172.16.155.40,74.125.250.44,UDP,84
3208,24.179275,74.125.250.44,172.16.155.40,UDP,164
3209,24.180475,142.250.76.174,172.16.155.40,TCP,60
3210,24.187452,74.125.250.44,172.16.155.40,UDP,680
3211,24.190218,172.16.155.40,74.125.250.44,UDP,100
3212,24.213572,74.125.250.44,172.16.155.40,UDP,158
3213,24.219875,74.125.250.44,172.16.155.40,UDP,155
3214,24.221512,172.16.155.40,74.125.250.44,UDP,84
3215,24.231823,74.125.250.44,172.16.155.40,UDP,485
3216,24.239197,74.125.250.44,172.16.155.40,UDP,159
3217,24.262918,74.125.250.44,172.16.155.40,UDP,155
3218,24.2714,172.16.155.40,74.125.250.44,UDP,84
3219,24.2719,74.125.250.44,172.16.155.40,UDP,724
3220,24.287348,74.125.250.44,172.16.155.40,UDP,154
3221,24.291344,172.16.155.40,74.125.250.44,UDP,113
3222,24.301347,74.125.250.44,172.16.155.40,UDP,148
3223,24.310767,74.125.250.44,172.16.155.40,UDP,568
3224,24.311827,172.16.155.40,74.125.250.44,UDP,81
3225,24.31928,74.125.250.44,172.16.155.40,UDP,155
3226,24.322172,172.16.155.40,74.125.250.44,UDP,84
3227,24.329243,74.125.250.44,172.16.155.40,UDP,132
3228,24.330001,74.125.250.44,172.16.155.40,UDP,100
3229,24.341764,74.125.250.44,172.16.155.40,UDP,149
3230,24.351982,172.16.155.40,74.125.250.44,UDP,124
3231,24.363458,74.125.250.44,172.16.155.40,UDP,743
3232,24.364467,74.125.250.44,172.16.155.40,UDP,137
3233,24.372902,172.16.155.40,74.125.250.44,UDP,84
3234,24.379859,74.125.250.44,172.16.155.40,UDP,134
3235,24.385538,74.125.250.44,172.16.155.40,UDP,1077
3236,24.404158,74.125.250.44,172.16.155.40,UDP,134
3237,24.418733,74.125.250.44,172.16.155.40,UDP,132
3238,24.423229,172.16.155.40,74.125.250.44,UDP,84
3239,24.423727,74.125.250.44,172.16.155.40,UDP,551
3240,24.438335,74.125.250.44,172.16.155.40,UDP,138
3241,24.457837,74.125.250.44,172.16.155.40,UDP,799
3242,24.461074,74.125.250.44,172.16.155.40,UDP,122
3243,24.461074,74.125.250.44,172.16.155.40,UDP,145
3244,24.465821,74.125.250.44,172.16.155.40,UDP,115
3245,24.467373,172.16.155.40,74.125.250.44,STUN,154
3246,24.473255,172.16.155.40,74.125.250.44,UDP,84
3247,24.477116,74.125.250.44,172.16.155.40,UDP,97
3248,24.478629,74.125.250.44,172.16.155.40,UDP,137
3249,24.485026,172.16.155.40,74.125.250.44,UDP,100
3250,24.485926,74.125.250.44,172.16.155.40,UDP,81
3251,24.4869,74.125.250.44,172.16.155.40,STUN,134
3252,24.49939,74.125.250.44,172.16.155.40,UDP,144
3253,24.503707,74.125.250.44,172.16.155.40,UDP,411
3254,24.523792,172.16.155.40,74.125.250.44,UDP,84
3255,24.526567,74.125.250.44,172.16.155.40,UDP,135
3256,24.540156,74.125.250.44,172.16.155.40,UDP,130
3257,24.547422,172.16.155.40,74.125.250.44,UDP,100
3258,24.550345,74.125.250.44,172.16.155.40,UDP,917
3259,24.553543,74.125.250.44,172.16.155.40,UDP,917
3260,24.559709,74.125.250.44,172.16.155.40,UDP,132
3261,24.567581,172.16.155.40,74.125.250.44,UDP,100
3262,24.574386,172.16.155.40,74.125.250.44,UDP,84
3263,24.580829,74.125.250.44,172.16.155.40,UDP,129
3264,24.588242,74.125.250.44,172.16.155.40,UDP,445
3265,24.598967,74.125.250.44,172.16.155.40,UDP,134
3266,24.619052,74.125.250.44,172.16.155.40,UDP,129
3267,24.624407,172.16.155.40,74.125.250.44,UDP,84
3268,24.634405,74.125.250.44,172.16.155.40,UDP,144
3269,24.638111,172.16.155.40,172.16.155.20,TCP,164
3270,24.63854,74.125.250.44,172.16.155.40,UDP,131
3271,24.640326,172.16.155.20,172.16.155.40,TCP,164
3272,24.657069,74.125.250.44,172.16.155.40,UDP,537
3273,24.659522,74.125.250.44,172.16.155.40,UDP,85
3274,24.676395,172.16.155.40,74.125.250.44,UDP,84
3275,24.681141,172.16.155.40,172.16.155.20,TCP,54
3276,24.706017,74.125.250.44,172.16.155.40,UDP,843
3277,24.707078,Cisco_88:0e:91,Cisco_88:0e:91,LOOP,60
3278,24.711445,172.16.155.40,74.125.250.44,UDP,97
3279,24.714861,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
3280,24.726425,172.16.155.40,74.125.250.44,UDP,80
3281,24.731454,172.16.155.40,74.125.250.44,UDP,81
3282,24.736218,74.125.250.44,172.16.155.40,UDP,100
3283,24.748171,74.125.250.44,172.16.155.40,UDP,1162
3284,24.77607,74.125.250.44,172.16.155.40,UDP,709
3285,24.777313,172.16.155.40,74.125.250.44,UDP,80
3286,24.787084,74.125.250.44,172.16.155.40,UDP,100
3287,24.821154,74.125.250.44,172.16.155.40,UDP,780
3288,24.828371,172.16.155.40,74.125.250.44,UDP,80
3289,24.83323,172.16.155.40,74.125.250.44,UDP,148
3290,24.866809,172.16.155.40,142.250.76.206,TLSv1.2,300
3291,24.866836,172.16.155.40,142.250.76.206,TCP,1514
3292,24.866836,172.16.155.40,142.250.76.206,TLSv1.2,172
3293,24.867981,142.250.76.206,172.16.155.40,TCP,60
3294,24.873277,74.125.250.44,172.16.155.40,UDP,126
3295,24.876364,74.125.250.44,172.16.155.40,UDP,115
3296,24.878578,74.125.250.44,172.16.155.40,UDP,911
3297,24.880292,172.16.155.40,74.125.250.44,UDP,100
3298,24.88033,172.16.155.40,74.125.250.44,UDP,84
3299,24.890941,74.125.250.44,172.16.155.40,UDP,81
3300,24.906281,142.250.76.206,172.16.155.40,TCP,60
